63.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,INFO
13:47:13.1 (1880599)|USER_INFO|[EXTERNAL]|005cr0000007niy|jairo.calderon105@t-mobile.com.gov.govpreprod|(GMT-08:00) Pacific Standard Time (America/Los_Angeles)|GMT-08:00
13:47:13.1 (1950410)|EXECUTION_STARTED
13:47:13.1 (1977941)|CODE_UNIT_STARTED|[EXTERNAL]|01pcr0000000IyA|RelatedRecordOwnerUpdateBatchTest.setup()
13:47:13.1 (2980141)|HEAP_ALLOCATE|[93]|Bytes:3
13:47:13.1 (3069405)|HEAP_ALLOCATE|[98]|Bytes:152
13:47:13.1 (3089369)|HEAP_ALLOCATE|[415]|Bytes:408
13:47:13.1 (3108135)|HEAP_ALLOCATE|[428]|Bytes:408
13:47:13.1 (3123149)|HEAP_ALLOCATE|[536]|Bytes:48
13:47:13.1 (3145905)|HEAP_ALLOCATE|[247]|Bytes:6
13:47:13.1 (3156894)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:799
13:47:13.1 (3175233)|METHOD_ENTRY|[8]|01pcr0000000IyA|RelatedRecordOwnerUpdateBatchTest.RelatedRecordOwnerUpdateBatchTest()
13:47:13.1 (3180001)|STATEMENT_EXECUTE|[8]
13:47:13.1 (3186120)|STATEMENT_EXECUTE|[8]
13:47:13.1 (3190835)|METHOD_EXIT|[8]|RelatedRecordOwnerUpdateBatchTest
13:47:13.1 (3217607)|HEAP_ALLOCATE|[68]|Bytes:5
13:47:13.1 (3241458)|HEAP_ALLOCATE|[74]|Bytes:5
13:47:13.1 (3247040)|HEAP_ALLOCATE|[82]|Bytes:7
13:47:13.1 (3310994)|STATEMENT_EXECUTE|[17]
13:47:13.1 (3312259)|STATEMENT_EXECUTE|[18]
13:47:13.1 (3314278)|HEAP_ALLOCATE|[18]|Bytes:58
13:47:13.1 (3328510)|HEAP_ALLOCATE|[18]|Bytes:4
13:47:13.1 (4971178)|SOQL_EXECUTE_BEGIN|[18]|Aggregations:0|SELECT Id FROM Profile WHERE Name = 'System Administrator'
13:47:13.1 (8931304)|SOQL_EXECUTE_END|[18]|Rows:1
13:47:13.1 (8963628)|HEAP_ALLOCATE|[18]|Bytes:8
13:47:13.1 (8989149)|HEAP_ALLOCATE|[18]|Bytes:29
13:47:13.1 (9096629)|HEAP_ALLOCATE|[18]|Bytes:8
13:47:13.1 (9112761)|VARIABLE_SCOPE_BEGIN|[18]|adminProfile|List<Profile>|true|false
13:47:13.1 (9161463)|VARIABLE_ASSIGNMENT|[18]|adminProfile|[{"Id":"00e83000000LrWuAAK"}]|0x71806
13:47:13.1 (9166306)|STATEMENT_EXECUTE|[20]
13:47:13.1 (26456417)|HEAP_ALLOCATE|[20]|Bytes:396
13:47:13.1 (26472906)|HEAP_ALLOCATE|[20]|Bytes:8
13:47:13.1 (26511739)|METHOD_ENTRY|[30]|01p830000009tWU|TestDataFactoryClass.TestDataFactoryClass()
13:47:13.1 (26516701)|STATEMENT_EXECUTE|[30]
13:47:13.1 (26524637)|STATEMENT_EXECUTE|[30]
13:47:13.1 (26532004)|METHOD_EXIT|[30]|TestDataFactoryClass
13:47:13.1 (26591452)|METHOD_ENTRY|[20]|01p830000009tWU|TestDataFactoryClass.createUser(Integer, Boolean)
13:47:13.1 (26700139)|VARIABLE_SCOPE_BEGIN|[386]|numberOfUsers|Integer|false|false
13:47:13.1 (26716259)|VARIABLE_ASSIGNMENT|[386]|numberOfUsers|2
13:47:13.1 (26728850)|VARIABLE_SCOPE_BEGIN|[386]|insertRecords|Boolean|false|false
13:47:13.1 (26735127)|VARIABLE_ASSIGNMENT|[386]|insertRecords|false
13:47:13.1 (26813099)|STATEMENT_EXECUTE|[386]
13:47:13.1 (26814224)|STATEMENT_EXECUTE|[387]
13:47:13.1 (26827599)|HEAP_ALLOCATE|[387]|Bytes:4
13:47:13.1 (27316158)|SOQL_EXECUTE_BEGIN|[387]|Aggregations:0|SELECT Id FROM Profile WHERE Name = 'System Administrator'
13:47:13.1 (30853964)|SOQL_EXECUTE_END|[387]|Rows:1
13:47:13.1 (30888488)|HEAP_ALLOCATE|[387]|Bytes:8
13:47:13.1 (30911958)|HEAP_ALLOCATE|[387]|Bytes:29
13:47:13.1 (30945217)|HEAP_ALLOCATE|[387]|Bytes:8
13:47:13.1 (30959292)|HEAP_ALLOCATE|[387]|Bytes:33
13:47:13.1 (31024376)|HEAP_ALLOCATE|[387]|Bytes:8
13:47:13.1 (31032152)|VARIABLE_SCOPE_BEGIN|[387]|profile|Profile|true|false
13:47:13.1 (31053189)|VARIABLE_ASSIGNMENT|[387]|profile|{"Id":"00e83000000LrWuAAK"}|0x7c45c799
13:47:13.1 (31057372)|STATEMENT_EXECUTE|[388]
13:47:13.1 (31064936)|HEAP_ALLOCATE|[388]|Bytes:4
13:47:13.1 (31111461)|VARIABLE_SCOPE_BEGIN|[388]|users|List<User>|true|false
13:47:13.1 (31117408)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:13.1 (31127347)|VARIABLE_ASSIGNMENT|[388]|users|[]|0x3152b09d
13:47:13.1 (31130491)|STATEMENT_EXECUTE|[389]
13:47:13.1 (31198327)|HEAP_ALLOCATE|[389]|Bytes:56
13:47:13.1 (31207590)|HEAP_ALLOCATE|[389]|Bytes:17
13:47:13.1 (31238490)|HEAP_ALLOCATE|[389]|Bytes:17
13:47:13.1 (31244039)|VARIABLE_SCOPE_BEGIN|[389]|uniqueTimeStamp|String|false|false
